,y_pred,y_ture
254,0.7415236,0.9224
255,0.64894474,0.6692
256,0.58296037,0.5834
257,0.5385698,0.4574
258,0.616315,0.6493
259,0.63315314,0.4834
260,0.4497741,0.5093
261,0.5467026,0.5752
262,0.5106715,0.5638
263,0.6166948,0.5881
264,0.7495342,0.8075
265,0.8284175,0.9239
266,0.51662755,0.5517
267,0.6767078,0.5726
268,0.7751714,0.7961
269,0.8205607,0.881
270,0.7806444,0.8115
271,0.8623398,0.8374
272,0.7835727,0.8882
273,0.7536756,0.7614
274,0.8287344,0.8491
275,0.6072765,0.6068
276,0.7757431,0.878
277,0.77842593,0.7955
278,0.81332433,0.7082
279,0.8103441,0.7836
280,0.4840739,0.6022
281,0.84939605,0.8935
282,0.42738646,0.4528
283,0.6943147,0.7102
284,0.5167115,0.5305
285,0.80200785,0.8595
286,0.7472132,0.7678
287,0.58202004,0.5571
288,0.5759901,0.6342
289,0.8419184,0.9238
290,0.78568554,0.8964
291,0.84443,0.9126
292,0.5374533,0.6206
293,0.64049244,0.6505
294,0.5943285,0.5971
295,0.8039797,0.8103
296,0.81266624,0.8706
297,0.58215964,0.6401
298,0.62991047,0.7265
299,0.84678227,0.9249
300,0.767212,0.8409
301,0.75968087,0.6936
302,0.72267026,0.6806
303,0.78422,0.9094
304,0.8206383,0.8901
305,0.7924074,0.9141
306,0.67943823,0.6415
307,0.7690953,0.7301
308,0.5472697,0.5173
309,0.59854305,0.6732
310,0.7701326,0.7394
311,0.5211527,0.5926
312,0.6061454,0.6417
313,0.7087936,0.778
314,0.54997087,0.6566
315,0.58811814,0.6868
316,0.6438451,0.6269
317,0.854832,0.8941
318,0.6894706,0.7491
319,0.72684205,0.7789
320,0.572379,0.556
321,0.8129,0.8544
322,0.83734995,0.8691
323,0.7143884,0.8353
324,0.37176412,0.2717
325,0.8322051,0.8407
326,0.7461443,0.816
327,0.6239403,0.6161
328,0.8381174,0.8336
329,0.6641811,0.764
330,0.7548604,0.742
331,0.80979455,0.7808
332,0.7926782,0.7844
333,0.68971735,0.7104
334,0.8113465,0.8122
335,0.62198037,0.6155
336,0.4792156,0.4646
337,0.2948174,0.329
338,0.8506706,0.7331
339,0.6444331,0.6644
340,0.7270807,0.7928
341,0.7994362,0.9099
342,0.3815921,0.2989
343,0.5588789,0.4551
344,0.59897906,0.6519
345,0.5803415,0.655
346,0.54246503,0.6167
347,0.6558735,0.7118
348,0.61313033,0.7516
349,0.8081502,0.8113
350,0.76696813,0.8314
351,0.8225298,0.8468
352,0.5419425,0.6356
353,0.5693399,0.5437
354,0.7750059,0.8468
355,0.7425107,0.8182
356,0.47762993,0.5733
357,0.7868823,0.8676
358,0.8515329,0.8159
359,0.7828384,0.8877
360,0.6902572,0.7395
361,0.33809853,0.4719
362,0.7648959,0.7198
363,0.8159349,0.887
364,0.31340605,0.1851
365,0.705742,0.6251
366,0.8663635,0.89
367,0.49269328,0.5007
368,0.65499645,0.5832
369,0.79008937,0.7972
370,0.8383803,0.8065
371,0.7545116,0.8411
372,0.46516597,0.5085
373,0.75455165,0.7201
374,0.7659653,0.7578
375,0.5308264,0.5882
376,0.7120678,0.7625
377,0.5576103,0.6538
378,0.6092682,0.6432
379,0.8323713,0.8403
380,0.74278843,0.7751
381,0.56263095,0.5216
382,0.42449662,0.4956
383,0.81255823,0.8782
384,0.78217304,0.7422
385,0.5500949,0.5138
386,0.9031871,0.9679
387,0.7967177,0.8681
388,0.60158885,0.6499
389,0.5268835,0.6277
390,0.7884435,0.7343
391,0.5862948,0.6459
392,0.686666,0.6691
393,0.7784018,0.8754
394,0.74866337,0.8206
395,0.737796,0.8432
396,0.48316202,0.5321
397,0.47363433,0.4667
398,0.669369,0.7431
399,0.8202664,0.8973
400,0.8098596,0.7338
401,0.7631658,0.8044
402,0.6381325,0.6511
403,0.8380377,0.9184
404,0.81261873,0.872
405,0.81357247,0.9242
406,0.76598626,0.7303
407,0.4846182,0.5536
408,0.77233917,0.8713
409,0.8055524,0.9647
410,0.85964894,0.7826
411,0.8533837,0.9247
412,0.8387764,0.8903
413,0.73975956,0.8416
414,0.758748,0.7811
415,0.79239506,0.8094
416,0.68803495,0.6708
417,0.8431821,0.912
418,0.47604203,0.4832
419,0.54940414,0.5536
420,0.6100522,0.6276
421,0.75980914,0.8052
422,0.78799325,0.8834
423,0.6760141,0.7135
424,0.7979679,0.8898
425,0.80939335,0.8387
426,0.59439373,0.5914
427,0.79951894,0.8198
428,0.60994285,0.6491
429,0.7528373,0.8063
430,0.87835693,0.9551
431,0.5212101,0.591
432,0.73502874,0.7721
433,0.79367214,0.8802
434,0.5973909,0.6876
435,0.6213643,0.6497
436,0.76255214,0.6118
437,0.64277864,0.8001
438,0.6318885,0.6584
439,0.81588393,0.8356
440,0.78684425,0.8762
441,0.81975234,0.8823
442,0.86281264,0.9469
443,0.69109696,0.7263
444,0.7905729,0.8722
445,0.546566,0.4955
446,0.7333558,0.655
447,0.090149045,0.0366
448,0.4089395,0.4633
449,0.54681695,0.5057
450,0.80212945,0.7174
451,0.6534724,0.7581
452,0.7732959,0.8547
453,0.63627386,0.7347
454,0.7844821,0.7086
455,0.6977164,0.6911
456,0.7175523,0.7665
457,0.7784689,0.5933
458,0.39998358,0.4443
459,0.31502557,0.3881
460,0.7730437,0.8031
461,0.644369,0.6935
462,0.5987668,0.5694
463,0.83785945,0.8461
464,0.73371196,0.8216
465,0.8435455,0.8764
466,0.80288243,0.839
467,0.7666432,0.7653
468,0.6509707,0.695
469,0.5883241,0.6389
470,0.6836908,0.7526
471,0.8580554,0.9559
472,0.80196506,0.8835
473,0.617195,0.6617
474,0.81233597,0.8216
475,0.43028268,0.3781
476,0.68770254,0.6467
477,0.50125706,0.4529
478,0.81542647,0.9049
479,0.7792228,0.8712
480,0.6260139,0.5793
481,0.5160668,0.5705
482,0.7114544,0.7517
483,0.83898693,0.8486
484,0.740894,0.7173
485,0.8514186,0.9037
486,0.8459581,0.9056
487,0.5741657,0.6378
488,0.7988867,0.8503
489,0.3638047,0.3881
490,0.8524543,0.9193
491,0.63590795,0.5254
492,0.5471254,0.6366
493,0.5557594,0.575
494,0.73636335,0.7683
495,0.8374307,0.8711
496,0.71734285,0.8121
497,0.6936228,0.7126
498,0.73853743,0.7014
499,0.76575047,0.6542
500,0.7034179,0.8717
501,0.77769,0.815
502,0.6237107,0.6659
503,0.6447717,0.8142
504,0.88030565,0.9144
505,0.59526074,0.6225
506,0.8696779,0.8608
507,0.66801155,0.6809
508,0.8368611,0.7399
509,0.80208033,0.8372
510,0.7111316,0.8032
511,0.57125425,0.5716
512,0.6594151,0.694
513,0.7646855,0.9044
514,0.79891306,0.848
515,0.8574257,0.9
516,0.57886446,0.6342
517,0.49600136,0.579
518,0.65290326,0.6444
519,0.7347479,0.8911
520,0.6740506,0.6821
521,0.90044737,0.8957
522,0.52873164,0.4317
523,0.8254536,0.901
524,0.7315738,0.7526
525,0.88550335,0.9517
526,0.84492934,0.8468
527,0.65013355,0.5523
528,0.8763686,0.8436
529,0.56257087,0.6077
530,0.2706436,0.2975
531,0.41274536,0.4369
532,0.7292617,0.7445
533,0.63035864,0.6772
534,0.79119956,0.7894
535,0.67686635,0.6693
536,0.6554456,0.6885
537,0.6740162,0.7347
538,0.64596534,0.5572
539,0.80620205,0.8075
540,0.8330303,0.8604
541,0.80507976,0.7646
542,0.84755313,0.9092
543,0.8455932,0.8876
544,0.72393066,0.6347
545,0.49183384,0.5336
546,0.7940051,0.832
547,0.8044093,0.8677
548,0.67485243,0.6903
549,0.712844,0.6956
550,0.7749091,0.7817
551,0.7575768,0.7414
552,0.494178,0.5794
553,0.41488168,0.4306
554,0.48153672,0.5848
555,0.689488,0.6915
556,0.55691034,0.5266
557,0.5822223,0.5769
558,0.5198617,0.5637
559,0.32391304,0.3867
560,0.7873421,0.9015
561,0.8020141,0.852
562,0.6292726,0.6544
563,0.87077373,0.8572
564,0.840887,0.7895
565,0.8293788,0.9637
566,0.72974175,0.7478
567,0.69064796,0.6422
568,0.8111552,0.8301
569,0.62768894,0.7315
570,0.33364576,0.4403
571,0.5262882,0.5594
572,0.8446639,0.9337
573,0.85865384,0.9187
574,0.8683527,0.7691
575,0.5753331,0.6601
576,0.74065804,0.789
577,0.5788504,0.624
578,0.63053215,0.6666
579,0.7849248,0.8042
580,0.73724663,0.7508
581,0.7906274,0.7349
582,0.5735861,0.6383
583,0.71589965,0.8686
584,0.82507724,0.7792
585,0.39969277,0.3081
586,0.8106952,0.8677
587,0.7193779,0.7566
588,0.82998323,0.9061
589,0.75860137,0.8857
590,0.45563358,0.5275
591,0.6872875,0.7095
592,0.7291209,0.8728
593,0.44186646,0.3865
594,0.7890589,0.8469
595,0.7166797,0.6937
596,0.7847673,0.7817
597,0.6972948,0.7118
598,0.77087075,0.8092
599,0.7402809,0.8196
600,0.7909719,0.7898
601,0.81571734,0.9162
602,0.8635902,0.9097
603,0.5622289,0.5667
604,0.6058283,0.6724
605,0.83910435,0.9417
606,0.8084524,0.8977
607,0.8464684,0.875
608,0.49332896,0.4255
609,0.78059256,0.8169
610,0.75218254,0.8524
611,0.5696915,0.6223
612,0.804813,0.8983
613,0.8654324,0.9366
614,0.80019546,0.8405
615,0.6732043,0.7199
616,0.8308812,0.8769
617,0.57151234,0.674
618,0.7023564,0.8278
619,0.6768335,0.6766
620,0.7240852,0.7346
621,0.744086,0.7692
622,0.5685585,0.5948
623,0.8912129,0.8845
624,0.6865855,0.6875
625,0.74159324,0.7908
626,0.68024945,0.6342
627,0.38946626,0.4669
628,0.7930971,0.8569
629,0.5627341,0.5958
630,0.70971835,0.6794
631,0.8223674,0.9435
632,0.7510467,0.7023
633,0.43810585,0.4929
634,0.32746434,0.3821
635,0.8481684,0.9675
636,0.7817358,0.7434
637,0.9454163,0.9011
638,0.5754614,0.5757
639,0.8746837,0.8293
640,0.7309088,0.9133
641,0.5887389,0.6616
642,0.66464907,0.6861
643,0.8667369,0.9073
644,0.70272845,0.6736
645,0.7253386,0.7519
646,0.651199,0.5703
647,0.75579745,0.7423
648,0.655216,0.6484
649,0.86608034,0.8733
650,0.7286931,0.696
651,0.7189608,0.7158
652,0.7757577,0.806
653,0.8787297,0.7861
654,0.58093655,0.5524
655,0.80296975,0.9098
656,0.71745086,0.6908
657,0.7964187,0.8352
658,0.8713358,0.9177
659,0.7472892,0.7005
660,0.7999076,0.875
661,0.75761575,0.8144
662,0.7387321,0.6911
663,0.6191687,0.605
664,0.7657679,0.801
665,0.9340298,0.9265
666,0.41147578,0.5167
667,0.77321225,0.725
668,0.8406149,0.9254
669,0.4797374,0.5026
670,0.3725078,0.456
671,0.6643606,0.6891
672,0.74449885,0.7233
673,0.6687853,0.6888
674,0.79747236,0.8369
675,0.77667016,0.7887
676,0.7796758,0.8288
677,0.70246315,0.7924
678,0.7185367,0.7225
679,0.8072933,0.8887
680,0.64663553,0.7403
681,0.60425866,0.7249
682,0.50157803,0.5501
683,0.8403201,0.9001
684,0.7593654,0.7486
685,0.7214394,0.7725
686,0.61131907,0.6247
687,0.7377774,0.9001
688,0.80567706,0.9139
689,0.81931967,0.679
690,0.85006124,0.8796
691,0.73030514,0.8564
692,0.59222996,0.5851
693,0.770247,0.758
694,0.8006306,0.8685
695,0.81246287,0.8203
696,0.8172793,0.8236
697,0.75278986,0.8338
698,0.92635363,0.8901
699,0.83436036,0.8093
700,0.8607757,0.8558
701,0.45127365,0.4456
702,0.58279526,0.6644
703,0.45676842,0.4342
704,0.68441796,0.6062
705,0.7401835,0.7261
706,0.7183328,0.6677
707,0.78644794,0.8635
708,0.8166159,0.7956
709,0.6568969,0.6151
710,0.81211334,0.9533
711,0.6369983,0.6703
712,0.8598128,0.8499
713,0.7295611,0.7152
714,0.85834086,0.873
715,0.5933433,0.5109
716,0.8359748,0.9184
717,0.43965897,0.2801
718,0.41380557,0.5008
719,0.72261316,0.8219
720,0.8034165,0.8568
721,0.7081997,0.8311
722,0.7413394,0.6897
723,0.8137746,0.9085
724,0.7716075,0.805
725,0.7262049,0.7573
726,0.6496905,0.6962
727,0.79433614,0.9123
728,0.67482996,0.6904
729,0.81875545,0.8938
730,0.55558956,0.5565
731,0.66325057,0.7408
732,0.7765894,0.861
733,0.94297516,0.9031
734,0.7872582,0.8928
735,0.6579594,0.6781
736,0.82077867,0.8071
737,0.7029541,0.8692
738,0.5844916,0.6381
739,0.7351395,0.7354
740,0.67212546,0.7365
741,0.62486434,0.6708
742,0.5751444,0.545
743,0.8148263,0.8864
744,0.8247534,0.8334
745,0.5853437,0.5888
746,0.43879986,0.4028
747,0.55593693,0.5615
748,0.64477265,0.7209
749,0.60754454,0.6496
750,0.47534886,0.5637
751,0.634309,0.7258
752,0.803975,0.8575
753,0.7614998,0.7503
754,0.71725166,0.8198
755,0.60270315,0.7283
756,0.8203989,0.868
757,0.7634065,0.8147
758,0.6011587,0.6781
759,0.7034179,0.6726
760,0.5920376,0.5992
761,0.46079925,0.4114
762,0.6089749,0.6859
763,0.6567313,0.7281
764,0.72424936,0.6542
765,0.7251713,0.761
766,0.47697657,0.5623
767,0.60245925,0.6255
768,0.7217889,0.7259
769,0.75691754,0.7548
770,0.6725286,0.7712
771,0.761572,0.8162
772,0.78317904,0.8962
773,0.72596586,0.7008
774,0.5640874,0.617
775,0.67725897,0.8167
776,0.7011585,0.7102
777,0.801934,0.7865
778,0.7563627,0.7816
779,0.67479026,0.8002
780,0.8040293,0.8941
781,0.6964701,0.7086
782,0.77085686,0.7472
783,0.637937,0.5386
784,0.80492735,0.7987
785,0.8076164,0.8747
786,0.70956045,0.679
787,0.66330117,0.7219
788,0.70089924,0.8531
789,0.7950248,0.8052
790,0.6355466,0.6871
791,0.5482818,0.5117
792,0.42317155,0.3648
793,0.5184411,0.4742
794,0.5058532,0.4955
795,0.77135533,0.6681
796,0.7108959,0.7196
797,0.6941492,0.6814
798,0.767183,0.8234
799,0.7693931,0.859
800,0.5760143,0.5232
801,0.76700234,0.6977
802,0.8229904,0.784
803,0.4140457,0.3957
804,0.67592096,0.6994
805,0.7941302,0.9025
806,0.6925197,0.6748
807,0.72753805,0.7296
808,0.6800704,0.6044
809,0.7909298,0.825
810,0.88059396,0.8595
811,0.63490766,0.6739
812,0.7172636,0.7732
813,0.73411906,0.8479
814,0.56518435,0.6657
815,0.77199763,0.7191
816,0.8124187,0.8407
817,0.8671217,0.9195
818,0.72678536,0.812
819,0.78674537,0.8203
820,0.8109449,0.7765
821,0.5792372,0.6512
822,0.8555589,0.9002
823,0.8111633,0.7651
824,0.41295367,0.5124
825,0.72297543,0.7538
826,0.84636027,0.8341
827,0.6787505,0.6719
828,0.8056092,0.8623
829,0.56095797,0.648
830,0.75898683,0.7615
831,0.6966945,0.7844
832,0.7161336,0.674
833,0.76079553,0.8482
834,0.867375,0.8329
835,0.7533465,0.7818
836,0.6601733,0.6719
837,0.42974025,0.4745
838,0.832826,0.8174
839,0.7901896,0.6655
840,0.8599714,0.8606
841,0.7647957,0.6652
842,0.5904306,0.5806
843,0.628182,0.6381
844,0.6857189,0.7901
845,0.6252999,0.6597
846,0.7894024,0.8347
847,0.8021031,0.7784
848,0.54086274,0.6082
849,0.6978582,0.695
850,0.72944826,0.7518
851,0.8115871,0.8939
852,0.74501103,0.745
853,0.79439074,0.8121
854,0.6987845,0.6555
855,0.85362035,0.9162
856,0.67635655,0.5806
857,0.77014834,0.8818
858,0.8052187,0.6939
859,0.83786607,0.8143
860,0.7144868,0.7766
861,0.485717,0.507
862,0.682741,0.8673
863,0.78691167,0.7399
864,0.73060143,0.8058
865,0.7542801,0.8041
866,0.84313184,0.8717
867,0.46927556,0.497
868,0.7720884,0.7161
869,0.5439101,0.538
870,0.6699596,0.6893
871,0.6254693,0.6159
872,0.7864218,0.7597
873,0.8463399,0.7774
874,0.7130964,0.6616
875,0.7933511,0.7623
876,0.51556325,0.6444
877,0.726424,0.6676
878,0.59592617,0.6434
879,0.30522805,0.2779
880,0.77119064,0.8689
881,0.85010636,0.9551
882,0.8068535,0.7795
883,0.589936,0.6187
884,0.76456845,0.8307
885,0.8632607,0.94
886,0.67980516,0.6839
887,0.51346374,0.5561
888,0.83394134,0.8253
889,0.76030195,0.808
890,0.58100086,0.572
891,0.6647642,0.7609
892,0.68220073,0.7015
893,0.74254143,0.8345
894,0.5785899,0.5598
895,0.6287064,0.6079
896,0.5075058,0.5531
897,0.7984678,0.7183
898,0.75965565,0.7426
899,0.83468634,0.8628
900,0.695525,0.7414
901,0.7942483,0.8249
902,0.7829716,0.8737
903,0.6881592,0.889
904,0.7364168,0.6699
905,0.77569246,0.8462
906,0.7214317,0.7683
907,0.70387405,0.7524
908,0.6101101,0.608
909,0.52930194,0.574
910,0.5838254,0.5315
911,0.63866657,0.7362
912,0.8297591,0.7965
913,0.494265,0.5719
914,0.7728233,0.9238
915,0.4341696,0.5186
916,0.8690449,0.8413
917,0.8106466,0.7797
918,0.48926276,0.5799
919,0.79671556,0.8715
920,0.7256339,0.7105
921,0.7579557,0.6527
922,0.5469061,0.5829
923,0.8154629,0.9015
924,0.5686066,0.5832
925,0.525732,0.4964
926,0.68180573,0.6859
927,0.42264923,0.4944
928,0.7107003,0.7733
929,0.6498913,0.7072
930,0.73617786,0.7654
931,0.7716517,0.7745
932,0.8065972,0.8908
933,0.808362,0.9223
934,0.7890788,0.8893
935,0.6292587,0.6763
936,0.83059615,0.8714
937,0.80293316,0.7407
938,0.4343698,0.3905
939,0.8077659,0.8693
940,0.5898137,0.6092
941,0.71481276,0.7993
942,0.6867991,0.7132
943,0.44587407,0.4658
944,0.721359,0.7144
945,0.6374979,0.6332
946,0.62707746,0.6372
947,0.49822032,0.5314
948,0.8697946,0.8811
949,0.70263326,0.7767
950,0.6872591,0.7393
951,0.6843544,0.7061
952,0.7733774,0.7876
953,0.84952617,0.8998
954,0.6995216,0.82
955,0.8648587,0.8483
956,0.726362,0.7159
957,0.8631379,0.8912
958,0.8268989,0.8489
959,0.8455971,0.7279
960,0.60183346,0.5551
961,0.41563138,0.4276
962,0.8313044,0.9174
963,0.94000894,0.941
964,0.8246668,0.8376
965,0.75352114,0.7752
966,0.5433407,0.5958
967,0.44564268,0.4991
968,0.644717,0.6864
969,0.47449335,0.4257
970,0.7427726,0.7503
971,0.83863324,0.8898
972,0.6460108,0.6835
973,0.76865757,0.8339
974,0.8634459,0.9241
975,0.62678397,0.7044
976,0.62321293,0.6843
977,0.83455473,0.8649
978,0.56913435,0.6016
979,0.8850925,0.9258
980,0.59168184,0.6305
981,0.47375453,0.4975
982,0.6463303,0.6017
983,0.86867297,0.8675
984,0.76211673,0.7344
985,0.66054326,0.7335
986,0.72761625,0.7129
987,0.8181133,0.826
988,0.7349991,0.8119
989,0.87430996,0.9502
990,0.76623887,0.7833
991,0.73567253,0.8065
992,0.71686035,0.7058
993,0.79277766,0.794
994,0.7896725,0.7952
995,0.8455197,0.9065
996,0.8606222,0.8584
997,0.7041733,0.7886
998,0.7235468,0.8018
999,0.8277309,0.7963
1000,0.75923496,0.8026
1001,0.86436963,0.8992
1002,0.5116297,0.6992
1003,0.8609663,0.8252
1004,0.7296691,0.7226
1005,0.5330945,0.5458
1006,0.7434174,0.7583
1007,0.72519404,0.6796
1008,0.78560615,0.8752
1009,0.31154633,0.3574
1010,0.77276623,0.8563
1011,0.64130384,0.5628
1012,0.66670305,0.7224
1013,0.74266136,0.7175
1014,0.72741795,0.7175
1015,0.81521654,0.9199
1016,0.42891172,0.4502
1017,0.822647,0.8182
1018,0.6574321,0.6325
1019,0.4152914,0.4851
1020,0.40027234,0.3486
1021,0.75953376,0.7067
1022,0.68075144,0.6714
1023,0.5501709,0.6367
1024,0.74605674,0.8165
1025,0.7644466,0.6982
1026,0.59962106,0.6743
1027,0.7630273,0.8717
1028,0.44451317,0.5952
1029,0.7811096,0.8384
1030,0.6313916,0.6363
1031,0.6134769,0.5074
1032,0.76725096,0.8503
1033,0.75530034,0.7093
1034,0.7804121,0.7782
1035,0.705767,0.8068
1036,0.74542063,0.8576
1037,0.83209395,0.8538
1038,0.62355155,0.6328
1039,0.7851266,0.773
1040,0.57605326,0.5889
1041,0.6262678,0.5785
1042,0.69233745,0.5136
1043,0.7051084,0.752
1044,0.7714885,0.7987
1045,0.80571693,0.7623
1046,0.61196816,0.6365
1047,0.76299685,0.7428
1048,0.74812216,0.7175
1049,0.76291174,0.819
1050,0.79814595,0.9169
1051,0.6816414,0.6789
1052,0.7722997,0.6564
1053,0.50225973,0.5818
1054,0.8038892,0.7197
1055,0.763846,0.7078
1056,0.6481008,0.7138
1057,0.7585343,0.7825
1058,0.7698666,0.8736
1059,0.5304308,0.6106
1060,0.792576,0.7923
1061,0.6400197,0.7292
1062,0.766848,0.8894
1063,0.4550466,0.4728
1064,0.5774306,0.5893
1065,0.81396556,0.9062
1066,0.7193954,0.7196
1067,0.8979004,0.9798
1068,0.6354157,0.6862
1069,0.43589938,0.4779
1070,0.8469933,0.9144
1071,0.55466795,0.5337
1072,0.6494342,0.7022
1073,0.83312124,0.8227
1074,0.55574816,0.4747
1075,0.637279,0.6498
1076,0.77563584,0.7314
1077,0.8654538,0.8465
1078,0.71534413,0.7643
1079,0.6466609,0.6056
1080,0.76904714,0.8394
